symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
SOD2	0.03916359370647807	No data	No data	No data	No data	0.3221056891700515	No data	No data	superoxide dismutase 2
GPR142	0.03914034193963997	No data	No data	No data	No data	0.32191445221570214	No data	No data	G protein-coupled receptor 142
PLSCR3	0.03913111501401623	No data	No data	No data	No data	No data	No data	0.3218385642555922	phospholipid scramblase 3
AMBP	0.03910920509475158	0.05959167004257162	No data	No data	No data	0.09480005310089219	No data	No data	alpha-1-microglobulin/bikunin precursor
SLC16A10	0.03909005649502283	0.06363813806647596	No data	No data	No data	No data	0.013240732771981109	No data	solute carrier family 16 member 10
GAS5	0.039086444877498475	No data	No data	No data	No data	0.32147116934244374	No data	No data	growth arrest specific 5
FBLN1	0.038991396672208634	No data	No data	No data	No data	0.32068943394046007	No data	No data	fibulin 1
SDC1	0.03894897541839823	No data	No data	No data	No data	0.3203405352337564	No data	No data	syndecan 1
SPON1	0.03891356382875945	0.06400985767070733	No data	No data	No data	No data	No data	No data	spondin 1
SNAI1	0.03884399677444953	0.062375598154780686	No data	No data	No data	0.030396539880581056	No data	No data	snail family transcriptional repressor 1
SPP1	0.03884056642396436	No data	No data	No data	No data	0.31944891241369383	No data	No data	secreted phosphoprotein 1
HDAC3	0.038805147258283434	No data	No data	No data	No data	0.31915760322340386	No data	No data	histone deacetylase 3
PROS1	0.03877295341334885	0.06377856421434187	No data	No data	No data	No data	No data	No data	protein S
GPAT4	0.03872085589210329	0.04564327661287959	No data	No data	No data	0.26141024297299703	No data	No data	glycerol-3-phosphate acyltransferase 4
NFKB2	0.03862109481455134	No data	No data	0.06079307976116211	No data	0.0547137717850459	No data	No data	nuclear factor kappa B subunit 2
C16orf92	0.038594168679301134	0.06348447690251278	No data	No data	No data	No data	No data	No data	chromosome 16 open reading frame 92
PYY	0.03858421173811618	No data	No data	No data	No data	0.31734049245162477	No data	No data	peptide YY
BTD	0.03857871418632672	0.06345905543507746	No data	No data	No data	No data	No data	No data	biotinidase
CXCR4	0.03855190125286869	No data	No data	No data	No data	0.3170747509776411	No data	No data	C-X-C motif chemokine receptor 4
EWSR1	0.03853200650934168	0.06338222485309586	No data	No data	No data	No data	No data	No data	EWS RNA binding protein 1
ZXDA	0.03852519616824686	0.0633710223591252	No data	No data	No data	No data	No data	No data	zinc finger X-linked duplicated A
CAMKV	0.038485214848029574	0.06330525612327342	No data	No data	No data	No data	No data	No data	CaM kinase like vesicle associated
PRM2	0.038480365785735056	0.06329727978400329	No data	No data	No data	No data	No data	No data	protamine 2
FRAT2	0.03847136838147244	0.0632824797371921	No data	No data	No data	No data	No data	No data	FRAT regulator of WNT signaling pathway 2
CYP2C9	0.03847101592967477	No data	No data	No data	No data	0.31640949990373846	No data	No data	cytochrome P450 family 2 subfamily C member 9
CEP55	0.03840817575382465	No data	No data	No data	No data	0.3158926633156185	No data	No data	centrosomal protein 55
UVSSA	0.03838772900778076	0.06314489931846635	No data	No data	No data	No data	No data	No data	UV stimulated scaffold protein A
IFFO1	0.03834859093457063	0.06308052015991099	No data	No data	No data	No data	No data	No data	intermediate filament family orphan 1
RELA	0.03825151495986664	No data	No data	0.06079307976116211	No data	0.04255515583281348	No data	No data	RELA proto-oncogene, NF-kB subunit
USH1C	0.038223525717502344	0.06287479737442352	No data	No data	No data	No data	No data	No data	USH1 protein network component harmonin
ROCK1	0.03805726764327231	No data	No data	No data	No data	0.3130065773340319	No data	No data	Rho associated coiled-coil containing protein kinase 1
ZW10	0.03803995748171228	0.06257284156545438	No data	No data	No data	No data	No data	No data	zw10 kinetochore protein
MBD3L3	0.03792143397865614	0.062377879402784255	No data	No data	No data	No data	No data	No data	methyl-CpG binding domain protein 3 like 3
CCDC40	0.03785409603551414	0.06226711359949455	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 40
CX3CL1	0.03784190201006962	No data	No data	No data	No data	0.3112352767678424	No data	No data	C-X3-C motif chemokine ligand 1
ROS1	0.03776068118820362	0.06028966087611298	No data	No data	No data	0.03647584785669726	No data	No data	ROS proto-oncogene 1, receptor tyrosine kinase
CCK	0.037607562086197595	No data	No data	No data	No data	0.3093079198647814	No data	No data	cholecystokinin
NCAM1	0.037573951892944685	No data	No data	No data	No data	0.30903148878590736	No data	No data	neural cell adhesion molecule 1
CORT	0.037556704833059396	No data	No data	No data	No data	0.012158615952232422	No data	0.30584998427840654	cortistatin
KNSTRN	0.037491994855737176	0.06167148465422717	No data	No data	No data	No data	No data	No data	kinetochore localized astrin (SPAG5) binding protein
IL32	0.037491823036348085	No data	No data	No data	No data	0.30835601012189445	No data	No data	interleukin 32
RRAS2	0.03745702203800546	0.061613957024653034	No data	No data	No data	No data	No data	No data	RAS related 2
PRR15L	0.03743713450346056	0.06158124354044885	No data	No data	No data	No data	No data	No data	proline rich 15 like
KRT18	0.03743264858991221	No data	No data	No data	No data	0.30786932276645573	No data	No data	keratin 18
TERF2IP	0.03742365608537291	No data	No data	No data	No data	0.01823792392834863	No data	0.3032358818486766	TERF2 interacting protein
PRAG1	0.03739899460462962	0.06151850630295278	No data	No data	No data	No data	No data	No data	PEAK1 related, kinase-activating pseudokinase 1
TNFSF12	0.03735450865700501	0.04046238381427918	No data	No data	No data	0.25664867171748235	No data	No data	TNF superfamily member 12
TFAP2D	0.03733229124925308	0.06140878434835104	No data	No data	No data	No data	No data	No data	transcription factor AP-2 delta
PLEKHH3	0.037262905592551056	0.061294650211744336	No data	No data	No data	No data	No data	No data	pleckstrin homology, MyTH4 and FERM domain containing H3
ALDH1A1	0.03725519711342492	0.05809033366144957	No data	No data	No data	0.06383273374922022	No data	No data	aldehyde dehydrogenase 1 family member A1
SLC30A2	0.03725232217295476	0.06127724129014031	No data	No data	No data	No data	No data	No data	solute carrier family 30 member 2
SIX2	0.03724264219999472	0.06034942227323399	No data	No data	No data	0.01823792392834863	No data	No data	SIX homeobox 2
C17orf58	0.03718295662595815	0.061163140232472026	No data	No data	No data	No data	No data	No data	chromosome 17 open reading frame 58
FIP1L1	0.03712658096083661	0.06107040654412622	No data	No data	No data	No data	No data	No data	factor interacting with PAPOLA and CPSF1
H2AC8	0.03709903287774003	0.06102509203924373	No data	No data	No data	No data	No data	No data	H2A clustered histone 8
DCN	0.037081178753365085	No data	No data	No data	No data	0.3049786168018299	No data	No data	decorin
CHRM2	0.03695798546847018	No data	No data	0.06079307976116211	No data	No data	No data	No data	cholinergic receptor muscarinic 2
BEGAIN	0.03688683824330968	0.06067604797820258	No data	No data	No data	No data	No data	No data	brain enriched guanylate kinase associated
DRC3	0.03686252199835323	0.06063604960165712	No data	No data	No data	No data	No data	No data	dynein regulatory complex subunit 3
SUMO4	0.03681008892694294	No data	No data	No data	No data	0.30274900590296466	No data	No data	small ubiquitin like modifier 4
H4C5	0.0367465134836072	0.06044522440378625	No data	No data	No data	No data	No data	No data	H4 clustered histone 5
H2BC5	0.036665706793036656	0.060312303533700366	No data	No data	No data	No data	No data	No data	H2B clustered histone 5
NTNG2	0.03659477652165114	0.060195628623226714	No data	No data	No data	No data	No data	No data	netrin G2
SLC39A5	0.036553072432615276	0.05647944377781382	No data	No data	No data	0.07295169571339452	No data	No data	solute carrier family 39 member 5
CNTNAP1	0.03652743874731917	0.057653139907170206	No data	No data	No data	0.04863446380892969	No data	No data	contactin associated protein 1
PKD2L1	0.03651000914398357	0.060056192723613476	No data	No data	No data	No data	No data	No data	polycystin 2 like 1, transient receptor potential cation channel
ENHO	0.036503820058247996	No data	No data	No data	No data	0.17983967528221972	No data	0.25527014191711966	energy homeostasis associated
CCNA2	0.036466928281975626	0.059985327976873885	No data	No data	No data	No data	No data	No data	cyclin A2
TLCD3B	0.03643714000491599	0.059936328523027056	No data	No data	No data	No data	No data	No data	TLC domain containing 3B
PSMA6	0.036419190070486426	0.05445442290280539	No data	No data	No data	0.10904758682158454	No data	No data	proteasome 20S subunit alpha 6
DNASE2	0.03635110666677715	0.05979481021456688	No data	No data	No data	No data	No data	No data	deoxyribonuclease 2, lysosomal
LMNB2	0.03623444865028853	0.05960291663564813	No data	No data	No data	No data	No data	No data	lamin B2
KIF1C	0.03621271770565735	0.05956717088182788	No data	No data	No data	No data	No data	No data	kinesin family member 1C
RFPL2	0.03617454166602993	0.05950437419546587	No data	No data	No data	No data	No data	No data	ret finger protein like 2
H2AC7	0.03605352438108872	0.05930530995095539	No data	No data	No data	No data	No data	No data	H2A clustered histone 7
NEUROD2	0.036005066112761414	0.059225599779143594	No data	No data	No data	No data	No data	No data	neuronal differentiation 2
PNLIPRP1	0.03596011986082148	No data	No data	No data	No data	No data	No data	0.29575833303805366	pancreatic lipase related protein 1
JAKMIP1	0.035959054361252074	0.05914991394172574	No data	No data	No data	No data	No data	No data	janus kinase and microtubule interacting protein 1
TSSC4	0.03595420339456667	0.05914193446987719	No data	No data	No data	No data	No data	No data	tumor suppressing subtransferable candidate 4
ART4	0.03588855252376834	No data	No data	No data	No data	0.295169718862441	No data	No data	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
RHBDD3	0.03588851583026613	0.059033883414463306	No data	No data	No data	No data	No data	No data	rhomboid domain containing 3
CETP	0.035778254510168285	No data	No data	No data	No data	0.294262559576932	No data	No data	cholesteryl ester transfer protein
SKAP1	0.03577394193304164	0.058845418053480425	No data	No data	No data	No data	No data	No data	src kinase associated phosphoprotein 1
CREB1	0.035772505134131716	No data	No data	No data	No data	0.29421527314187096	No data	No data	cAMP responsive element binding protein 1
ELP3	0.03572529710936485	0.058765401012284446	No data	No data	No data	No data	No data	No data	elongator acetyltransferase complex subunit 3
ZXDB	0.035612535032493405	0.05857991595820518	No data	No data	No data	No data	No data	No data	zinc finger X-linked duplicated B
C22orf42	0.03558533172112204	0.0585351685766311	No data	No data	No data	No data	No data	No data	chromosome 22 open reading frame 42
LGALS9	0.035541262692178825	No data	No data	No data	No data	0.2923133918515878	No data	No data	galectin 9
OPA1	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	OPA1 mitochondrial dynamin like GTPase
AIF1	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	allograft inflammatory factor 1
LINC-PINT	0.03547966604973137	No data	No data	No data	No data	0.2918067828535781	No data	No data	long intergenic non-protein coding RNA, p53 induced transcript
GPR21	0.03547336503334734	0.057439095680802174	No data	No data	No data	0.01823792392834863	No data	No data	G protein-coupled receptor 21
GBE1	0.03542792487007551	No data	No data	No data	No data	No data	No data	0.29138123129525	1,4-alpha-glucan branching enzyme 1
PPP2R3C	0.03531654125910436	0.05809302867670552	No data	No data	No data	No data	No data	No data	protein phosphatase 2 regulatory subunit B''gamma
KRT90P	0.03529910713988787	No data	No data	No data	No data	0.29032175437210567	No data	No data	keratin 90, pseudogene
BUB3	0.0352156967341686	0.05792714709062376	No data	No data	No data	No data	No data	No data	BUB3 mitotic checkpoint protein
WDFY2	0.03518400216598361	No data	No data	No data	No data	No data	No data	0.28937505966313165	WD repeat and FYVE domain containing 2
PDPK2P	0.035132260986327754	No data	No data	No data	No data	No data	No data	0.2889495081048035	3-phosphoinositide dependent protein kinase 2, pseudogene
PDPK1	0.035132260986327754	No data	No data	No data	No data	No data	No data	0.2889495081048035	3-phosphoinositide dependent protein kinase 1
PIK3CA	0.03512486938923406	No data	No data	No data	No data	0.09726892761785938	No data	0.2645714831205775	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
HMGXB4	0.035110977915849315	0.05775489258611322	No data	No data	No data	No data	No data	No data	HMG-box containing 4
RNF169	0.035050440360741515	0.05765531290476523	No data	No data	No data	No data	No data	No data	ring finger protein 169
UBA7	0.03503629795077865	0.05763204971425337	No data	No data	No data	No data	No data	No data	ubiquitin like modifier activating enzyme 7
NUDT3	0.03499588474154181	0.054525919065701	No data	No data	No data	0.06079307976116211	No data	No data	nudix hydrolase 3
CXCL10	0.03499332525204676	No data	No data	No data	No data	0.28780681443944856	No data	No data	C-X-C motif chemokine ligand 10
DDX42	0.03495028973909832	0.057490572736909516	No data	No data	No data	No data	No data	No data	DEAD-box helicase 42
AEBP2	0.03491323475255815	0.057429620097751	No data	No data	No data	No data	No data	No data	AE binding protein 2
PRM1	0.03488531065220117	0.05738368707302733	No data	No data	No data	No data	No data	No data	protamine 1
ERP29	0.03486923316073492	0.057357240820379136	No data	No data	No data	No data	No data	No data	endoplasmic reticulum protein 29
HMX2	0.0347839842499789	0.0572170128353997	No data	No data	No data	No data	No data	No data	H6 family homeobox 2
SIX1	0.03478003010264505	0.05721050856328618	No data	No data	No data	No data	No data	No data	SIX homeobox 1
NUCKS1	0.034762681131643054	No data	No data	No data	No data	0.01823792392834863	No data	0.2813503731346582	nuclear casein kinase and cyclin dependent kinase substrate 1
ITLN1	0.03475361460016288	No data	No data	No data	No data	0.2858352853375703	No data	No data	intelectin 1
SOD3	0.03471594946265725	No data	No data	No data	No data	0.28552550388174003	No data	No data	superoxide dismutase 3
PAPPA	0.03466564856462968	0.04985899612429499	No data	No data	No data	0.14326726988601748	No data	No data	pappalysin 1
CXCL12	0.03459094695435285	No data	No data	No data	No data	0.2844974057100773	No data	No data	C-X-C motif chemokine ligand 12
ZNF438	0.034580543920368974	0.056882368941046625	No data	No data	No data	No data	No data	No data	zinc finger protein 438
ITPR2	0.034577087473871414	0.05687668334901684	No data	No data	No data	No data	No data	No data	inositol 1,4,5-trisphosphate receptor type 2
ZMAT5	0.03456815072495613	0.056861983075646265	No data	No data	No data	No data	No data	No data	zinc finger matrin-type 5
ERAP2	0.03452887566091741	0.05679737857758	No data	No data	No data	No data	No data	No data	endoplasmic reticulum aminopeptidase 2
CCDC110	0.03449287598563469	0.05673816184530694	No data	No data	No data	No data	No data	No data	coiled-coil domain containing 110
HACD2	0.03442620275587741	0.05662848944506135	No data	No data	No data	No data	No data	No data	3-hydroxyacyl-CoA dehydratase 2
CTSZ	0.03441401767121377	0.05660844590604093	No data	No data	No data	No data	No data	No data	cathepsin Z
NKX2-4	0.034380394124229774	0.05655313772439247	No data	No data	No data	No data	No data	No data	NK2 homeobox 4
SLC22A4	0.03437092648567727	No data	No data	No data	No data	0.2826878208894038	No data	No data	solute carrier family 22 member 4
CD33	0.03437092648567727	No data	No data	No data	No data	0.2826878208894038	No data	No data	CD33 molecule
COL5A3	0.0343339685002088	No data	No data	No data	No data	No data	No data	0.282383855490598	collagen type V alpha 3 chain
S100P	0.034303010634524934	0.05065050518248601	No data	No data	No data	0.115506851546208	No data	No data	S100 calcium binding protein P
FDX2	0.03425824786964589	0.05635221641054596	No data	No data	No data	No data	No data	No data	ferredoxin 2
MPO	0.03421168590352285	No data	No data	No data	No data	0.2813781275593404	No data	No data	myeloperoxidase
ISCA2	0.03417404119062097	0.056213702817624306	No data	No data	No data	No data	No data	No data	iron-sulfur cluster assembly 2
MMP2	0.03414695891028148	No data	No data	No data	No data	0.2808457726145369	No data	No data	matrix metallopeptidase 2
HEYL	0.03413951812502334	0.05615691499615965	No data	No data	No data	No data	No data	No data	hes related family bHLH transcription factor with YRPW motif like
LMOD1	0.03411937358925896	0.05612377876446433	No data	No data	No data	No data	No data	No data	leiomodin 1
ITPKA	0.034090088759231044	0.05607560744275638	No data	No data	No data	No data	No data	No data	inositol-trisphosphate 3-kinase A
RAPGEF3	0.034001346630992565	No data	No data	No data	No data	0.06079307976116211	No data	0.26444989696105514	Rap guanine nucleotide exchange factor 3
SLC13A5	0.033998430451325376	No data	No data	No data	No data	0.2796241824307559	No data	No data	solute carrier family 13 member 5
CAMTA2	0.03397744627206395	0.055890319104659955	No data	No data	No data	No data	No data	No data	calmodulin binding transcription activator 2
CKAP4	0.033942659550750987	0.05583309758956378	No data	No data	No data	No data	No data	No data	cytoskeleton associated protein 4
LIPJ	0.0338482336312715	0.05567777412207297	No data	No data	No data	No data	No data	No data	lipase family member J
PTGES2	0.03384735502487393	No data	No data	No data	No data	0.2783816444063214	No data	No data	prostaglandin E synthase 2
NPIPB2	0.033812698623372196	0.05561932173236199	No data	No data	No data	No data	No data	No data	nuclear pore complex interacting protein family member B2
SLCO4C1	0.033810291990524155	0.05561536300407006	No data	No data	No data	No data	No data	No data	solute carrier organic anion transporter family member 4C1
SLCO6A1	0.033810291990524155	0.05561536300407006	No data	No data	No data	No data	No data	No data	solute carrier organic anion transporter family member 6A1
PRDM11	0.0337902183595605	0.05558234340538792	No data	No data	No data	No data	No data	No data	PR/SET domain 11
NPEPL1	0.03376617705236696	0.05554279728058557	No data	No data	No data	No data	No data	No data	aminopeptidase like 1
NDNF	0.033759449806420885	0.05553173147182492	No data	No data	No data	No data	No data	No data	neuron derived neurotrophic factor
TNIP3	0.033759449806420885	0.05553173147182492	No data	No data	No data	No data	No data	No data	TNFAIP3 interacting protein 3
TMCC2	0.033730265252761626	0.05548372509712913	No data	No data	No data	No data	No data	No data	transmembrane and coiled-coil domain family 2
TTPAL	0.03372804833041198	0.05548007842820175	No data	No data	No data	No data	No data	No data	alpha tocopherol transfer protein like
DNMBP	0.03368027048428649	0.055401487499245367	No data	No data	No data	No data	No data	No data	dynamin binding protein
KIF18A	0.03366890093390942	0.0553827854522003	No data	No data	No data	No data	No data	No data	kinesin family member 18A
DNA2	0.033654496933419584	0.055359091965134964	No data	No data	No data	No data	No data	No data	DNA replication helicase/nuclease 2
MST1R	0.033648451793874684	0.05200552878274589	No data	No data	No data	0.06687238773727831	No data	No data	macrophage stimulating 1 receptor
FCHSD2	0.03362078204487104	0.05530363353354867	No data	No data	No data	No data	No data	No data	FCH and double SH3 domains 2
FIS1	0.03360096845508414	No data	No data	No data	No data	0.27635520841428274	No data	No data	fission, mitochondrial 1
TSPAN3	0.03357063682971774	0.05522114846230322	No data	No data	No data	No data	No data	No data	tetraspanin 3
KCNV2	0.03352641945783491	0.05514841424311817	No data	No data	No data	No data	No data	No data	potassium voltage-gated channel modifier subfamily V member 2
PLAUR	0.03351312004389198	No data	No data	No data	No data	0.27200333373178814	0.014517419413803393	No data	plasminogen activator, urokinase receptor
GALNT18	0.03350964186751098	0.05512081638100977	No data	No data	No data	No data	No data	No data	polypeptide N-acetylgalactosaminyltransferase 18
CSNK2A3	0.03350964186751098	0.05512081638100977	No data	No data	No data	No data	No data	No data	casein kinase 2 alpha 3
CRMP1	0.03345534079884054	0.05503149524629548	No data	No data	No data	No data	No data	No data	collapsin response mediator protein 1
CALCA	0.03345150869650791	0.04748564974888984	No data	No data	No data	0.15079083960103773	No data	No data	calcitonin related polypeptide alpha
NUAK2	0.03344697684896552	No data	No data	No data	No data	0.27508868591925856	No data	No data	NUAK family kinase 2
ARHGDIG	0.03342753808566669	0.054985761894270735	No data	No data	No data	No data	No data	No data	Rho GDP dissociation inhibitor gamma
SESN2	0.0333989314678565	No data	No data	No data	No data	0.015198269940290528	No data	0.27089396341573835	sestrin 2
PRDX3	0.03337262427407689	0.048816124867865344	No data	No data	No data	0.12158615952232422	No data	No data	peroxiredoxin 3
BMP4	0.03330983131929825	No data	No data	No data	No data	0.2739607160071726	No data	No data	bone morphogenetic protein 4
CYP26C1	0.03330329650625954	0.05478139393019446	No data	No data	No data	No data	No data	No data	cytochrome P450 family 26 subfamily C member 1
CSPG5	0.033276989448396854	0.05473812081758685	No data	No data	No data	No data	No data	No data	chondroitin sulfate proteoglycan 5
FOXC1	0.033262186921623166	No data	No data	No data	No data	0.2735688589252295	No data	No data	forkhead box C1
SLC16A1	0.033262186921623166	No data	No data	No data	No data	0.2735688589252295	No data	No data	solute carrier family 16 member 1
BRD9	0.033262186921623166	No data	No data	No data	No data	0.2735688589252295	No data	No data	bromodomain containing 9
RPL36	0.033262186921623166	No data	No data	No data	No data	0.2735688589252295	No data	No data	ribosomal protein L36
VSIG4	0.03326218692162316	No data	No data	No data	No data	0.2735688589252295	No data	No data	V-set and immunoglobulin domain containing 4
PDIA3	0.0332541367622823	0.05470052988420376	No data	No data	No data	No data	No data	No data	protein disulfide isomerase family A member 3
TAT	0.033235208622468294	0.05466939453148208	No data	No data	No data	No data	No data	No data	tyrosine aminotransferase
TUBG1	0.033228640405587824	0.05465859031345878	No data	No data	No data	No data	No data	No data	tubulin gamma 1
SH3YL1	0.03321817721774001	0.04977793278305846	No data	No data	No data	0.09726892761785938	No data	No data	SH3 and SYLF domain containing 1
CKMT1A	0.03321701844329877	0.054639473067984924	No data	No data	No data	No data	No data	No data	creatine kinase, mitochondrial 1A
RAPSN	0.033210870377519054	0.05462935996661901	No data	No data	No data	No data	No data	No data	receptor associated protein of the synapse
BCR	0.03320074894901141	No data	No data	No data	No data	0.27306355492637696	No data	No data	BCR activator of RhoGEF and GTPase
PYROXD2	0.03319407557729202	0.05460173379552682	No data	No data	No data	No data	No data	No data	pyridine nucleotide-disulphide oxidoreductase domain 2
ARL6IP4	0.03315981272542911	0.054545374005896936	No data	No data	No data	No data	No data	No data	ADP ribosylation factor like GTPase 6 interacting protein 4
IL18	0.03313438816102475	No data	No data	No data	No data	0.272517762640089	No data	No data	interleukin 18
PRL	0.033096908048863734	No data	No data	No data	No data	0.27220950294747054	No data	No data	prolactin
PRM3	0.03309571753915464	0.05443994229142174	No data	No data	No data	No data	No data	No data	protamine 3
ITIH4	0.03304576676745255	0.05374984626727721	No data	No data	No data	0.012158615952232422	No data	No data	inter-alpha-trypsin inhibitor heavy chain 4
HTR2C	0.033040439008812345	No data	No data	No data	No data	0.01823792392834863	No data	0.26718558555030747	5-hydroxytryptamine receptor 2C
HMX3	0.033003568834051956	0.05428836466866483	No data	No data	No data	No data	No data	No data	H6 family homeobox 3
VASH1	0.0330007310324364	0.049647633324870696	No data	No data	No data	0.09272126751239243	No data	No data	vasohibin 1
FASLG	0.03299997169082348	No data	No data	No data	No data	0.2714122382059811	No data	No data	Fas ligand
KCNN3	0.032974735923535066	No data	No data	No data	No data	0.2712046836011843	No data	No data	potassium calcium-activated channel subfamily N member 3
PSPH	0.03297365664569008	0.05423916139013478	No data	No data	No data	No data	No data	No data	phosphoserine phosphatase
GTPBP10	0.03292559558192608	0.05416010458966865	No data	No data	No data	No data	No data	No data	GTP binding protein 10
POLR2J2	0.032915979376475765	0.05414428666189119	No data	No data	No data	No data	No data	No data	RNA polymerase II subunit J2
BST2	0.03279883965860491	No data	No data	No data	No data	0.26748955094911325	0.009073810619061677	No data	bone marrow stromal cell antigen 2
TNFAIP6	0.03279487344141153	0.05394507659465981	No data	No data	No data	No data	No data	No data	TNF alpha induced protein 6
ELF1	0.03274208500848998	0.0538582436308933	No data	No data	No data	No data	No data	No data	E74 like ETS transcription factor 1
CD79A	0.032684447088865365	No data	No data	No data	No data	0.2688171681486841	No data	No data	CD79a molecule
ROMO1	0.03264622049714866	No data	No data	No data	No data	0.26850276894513264	No data	No data	reactive oxygen species modulator 1
BLOC1S4	0.03263690792364741	0.04730196193782754	No data	No data	No data	0.12766546749844043	No data	No data	biogenesis of lysosomal organelles complex 1 subunit 4
PTHLH	0.03258462385470121	No data	No data	No data	No data	0.26799615994712295	No data	No data	parathyroid hormone like hormone
RAD21	0.032526508555121195	0.05350363673449043	No data	No data	No data	No data	No data	No data	RAD21 cohesin complex component
SENCR	0.03252302721225376	No data	No data	No data	No data	0.26748955094911325	No data	No data	smooth muscle and endothelial cell enriched migration/differentiation-associated lncRNA
TPM1	0.03252302721225376	No data	No data	No data	No data	0.26748955094911325	No data	No data	tropomyosin 1
NUDT21	0.03251318021787263	0.05348171263177853	No data	No data	No data	No data	No data	No data	nudix hydrolase 21
MAGI3	0.03248096431188319	0.053428719912679556	No data	No data	No data	No data	No data	No data	membrane associated guanylate kinase, WW and PDZ domain containing 3
SDS	0.0324589731535173	0.053392546127024536	No data	No data	No data	No data	No data	No data	serine dehydratase
PHF3	0.03245133195654554	0.05337997693822578	No data	No data	No data	No data	No data	No data	PHD finger protein 3
LRWD1	0.03243178548403563	0.05334782447517127	No data	No data	No data	No data	No data	No data	leucine rich repeats and WD repeat domain containing 1
PRLH	0.03239552216238754	No data	No data	No data	No data	0.028876712886552	No data	0.25922169210159524	prolactin releasing hormone
SLC2A1	0.03237734002888973	No data	No data	No data	No data	0.2662913291783427	No data	No data	solute carrier family 2 member 1
POU2F1	0.03237416865967243	No data	No data	No data	No data	0.2662652458705899	No data	No data	POU class 2 homeobox 1
ACP1	0.03233592786461035	0.04984652658311914	No data	No data	No data	0.06687238773727831	No data	No data	acid phosphatase 1
HGH1	0.032293692380272056	0.05312067180531789	No data	No data	No data	No data	No data	No data	HGH1 homolog
SCD	0.03229256562319088	No data	No data	No data	No data	0.2655940918773876	No data	No data	stearoyl-CoA desaturase
C4orf50	0.0322746276419179	0.05308931175837003	No data	No data	No data	No data	No data	No data	chromosome 4 open reading frame 50
PACRGL	0.03227448574598183	0.053089078350329784	No data	No data	No data	No data	No data	No data	parkin coregulated like
AGTR2	0.032240949996083706	0.04891726663893837	No data	No data	No data	0.08233295898565021	No data	No data	angiotensin II receptor type 2
MTA3	0.03222814908697156	0.051872987819222345	No data	No data	No data	0.02279740491043579	No data	No data	metastasis associated 1 family member 3
ATPAF2	0.03215962754115831	0.052900145324934846	No data	No data	No data	No data	No data	No data	ATP synthase mitochondrial F1 complex assembly factor 2
SRGAP3	0.032148519084133215	0.05288187275662816	No data	No data	No data	No data	No data	No data	SLIT-ROBO Rho GTPase activating protein 3
SCRN2	0.0321231349742511	0.05284011782336629	No data	No data	No data	No data	No data	No data	secernin 2
SDSL	0.03211215643287222	0.05282205895643273	No data	No data	No data	No data	No data	No data	serine dehydratase like
TSSK1B	0.03209480885055795	0.052793523500781495	No data	No data	No data	No data	No data	No data	testis specific serine kinase 1B
YBEY	0.03208757243050686	0.05278162013928127	No data	No data	No data	No data	No data	No data	ybeY metalloendoribonuclease
BRAP	0.03202815833787275	0.052683888468394495	No data	No data	No data	No data	No data	No data	BRCA1 associated protein
LRRC8E	0.03201314028804069	0.05265918491678786	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 8 VRAC subunit E
ASIP	0.031998223818601484	No data	No data	No data	No data	0.03647584785669726	No data	0.2540542803218964	agouti signaling protein
VWF	0.031987914175633396	No data	No data	No data	No data	0.2630884493868741	No data	No data	von Willebrand factor
MTSS2	0.03191022782114968	0.05248990172321497	No data	No data	No data	No data	No data	No data	MTSS I-BAR domain containing 2
SLC6A14	0.03190684031616804	0.04891726663893837	No data	No data	No data	0.06079307976116211	0.023733400848636114	No data	solute carrier family 6 member 14
INPP5E	0.03184729808951244	0.05238638709312143	No data	No data	No data	No data	No data	No data	inositol polyphosphate-5-phosphatase E
APOF	0.031822630447018066	0.052345810694308784	No data	No data	No data	No data	No data	No data	apolipoprotein F
GID4	0.03178570832092975	0.05228507660050506	No data	No data	No data	No data	No data	No data	GID complex subunit 4 homolog
MAP2K3	0.03178386750288435	No data	No data	No data	No data	0.26141024297299703	No data	No data	mitogen-activated protein kinase kinase 3
MYD88	0.03175243435912112	No data	No data	No data	No data	0.26115171729962494	No data	No data	MYD88 innate immune signal transduction adaptor
ZEB1	0.03171919102831453	No data	No data	No data	No data	0.044074982826842524	No data	0.2498595578183763	zinc finger E-box binding homeobox 1
DTWD1	0.031705876055072135	0.05215375858508085	No data	No data	No data	No data	No data	No data	DTW domain containing 1
TUBB1	0.03170118219930131	0.05214603754875688	No data	No data	No data	No data	No data	No data	tubulin beta 1 class VI
SLC6A19	0.031686077052893204	No data	No data	No data	No data	0.012158615952232422	0.011364078495269062	0.2563036242730594	solute carrier family 6 member 19
CYP2R1	0.031639837837083934	0.04748564974888984	No data	No data	No data	0.09118961964174317	No data	No data	cytochrome P450 family 2 subfamily R member 1
EIF4E3	0.03156126261620291	0.051915880459087946	No data	No data	No data	No data	No data	No data	eukaryotic translation initiation factor 4E family member 3
